,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06
1부부장,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1주년,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20대_국회,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,131,130.5,130,0,0,366,947,237,0,0,0,0,0,0,0,0,0,0,0,0
21대_국회,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,1415,892,345,0,0,0,0,0,0,0,0,0,0,0
2차_북미정상회담,0,0,0,0,0,0,0,0,0,0,0,191,150,0,0,360,469,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2차_재난지원금,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,267,0,0,0,0,0,0,0,0,0
2차장,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,172,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3기_신도시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0
3차_재난지원금,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,195,0,0,0,0,0,0
3차_추경,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,409,0,0,0,0,0,0,0,0,0,0,0,0
4차_재난지원금,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,772,235,0,0,0
4차_추경,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,347,0,0,0,0,0,0,0,0,0
6개월,214,181,0,0,175,0,0,0,258,258,0,0,135,155,197,162,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APEC,0,301,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0
ARF,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,485,0,0,0,0,0,0,0,0
CNN,117,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,70.5,141,110,0,388,131,0,0,0,0,0,339,0,0,0,0,0,0,0
CVID,0,0,0,0,0,0,0,467,648,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMZ,148,201,0,0,0,0,0,0,0,0,0,243,157,148,0,0,0,0,156,0,1047,183,0,177,163,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0
FTA,564,450,111,0,135,233,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,159,0,0,0,0,0,0
G20,0,0,0,0,0,0,0,0,0,0,0,0,0,700,341,0,0,0,0,294,2045,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSOMIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,338,0,0,212,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICBM,0,0,272,0,0,0,179,0,0,0,0,177,0,0,0,192,0,0,0,136,0,0,0,0,133,200,203.5,207,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0
IOC,0,0,0,670,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
JSA,0,426,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLL,0,0,0,0,0,0,0,0,0,0,0,268,282,0,0,0,0,0,0,0,153,238,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0
NSC,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,151,0,0,0,318,320,0,161,211,105.5,0,0,0,0,0,297,0,0,161,0,0,0,0,0,139,0,0,0
P4G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,152
SLBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0
SNS,0,0,0,0,0,0,179,0,213,213,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,155,147,279,0,0,160,212,274,219,211,202,221,173,262,178,240,262
UAE,0,0,508,761,0,539,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFG,0,0,0,0,0,0,0,0,262,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,139,174,188,94,0,0,0,0,0,175,194,0,0,776,0,0,0,0,0,0,0,0
X파일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543
가덕도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,151,406,1404,586,0,0,0
가덕도_신공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,249,775,279,0,0,0
가덕신공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,249,460,155,0,0,0
가상화폐,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0
가짜뉴스,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,165,0,0,0,57.5,115,0,0,0,111,0,0,0,0,0,0,0,0,123,0,0,0,0
간담회,184,167,227,269,225,0,189,264,254,254,408,165,196,270,196,557,453,183,325,277,241,493,234,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
감사원,114,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,165,139,596,281,0,334,124,195,183,132,768
감사원장,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,885
감염병,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,324,174,221,432,0,150,333,0,0,155,0,124,0,0,0,0
감염증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,228,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강경화,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,162,0,218,254,133,0,141,129.5,118,98,0,0,0,0,0,0,0,400,262,202,0,0,0,0,0,0
강기정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,154,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0
강원도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,57.5,115,0,160,271,0,0,0,0,0,0,0,0,0,0,0,179,130,177
강원랜드,199,0,0,0,138,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강제징용,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,176,0,561,286,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강효상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
개막식,0,0,0,166,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
개성공단,149,0,187,218,0,0,307,227,357,357,223,373,203,0,0,382,332,351,0,239,142,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0
개소식,0,0,0,0,0,0,233,857,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
개정안,163,241,528,373,352,545,403,324,0,0,316,325,224,466,720,291,279,556,652,301,315,330,612,318,518,1071,783,495,339,440,589,1319,1550,1884,1200,1765,1279,2131,4393,933,1446,1221,885,741,958
개천절,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,235,0,0,0,0,0,0,0,0
개헌안,0,0,167,471,641,3387,773,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0
거래소,0,0,103,648,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거짓말,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,207,0,0,0,371,502,433,0,0
검사장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.5,177,104,0,0,0,0,477,319,0,228,225,0,0,135,0,0,175,0
검찰_개혁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,1110,0,83.5,167,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0
검찰_수사,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0
검찰_인사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,268,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0
검찰개혁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,2412,234,304.5,375,0,0,0,0,0,0,0,215,195,476,1073,323,140,188,243,312,163
검찰총장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,616,487,0,294,384,0,130,260,0,0,0,0,167,372,130,0,591,604,449,188,0,439,219,299,724
결의안,0,129,254,0,0,0,0,0,0,0,0,140,0,157,211,0,146,161,0,0,0,461,160,0,129,325,222.5,120,0,0,0,0,279,0,0,517,0,257,0,167,149,310,0,0,0
경기도,172,101,130,237,199,372,371,522,492,492,0,201,328,256,0,0,0,0,137,171,160,179,120,159,198,216,203,190,155,218,343,188,659,683,422,383,825,536,319,670,376,537,460,441,535
경기도지사,0,0,0,0,0,172,0,245,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경사노위,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,272,173,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경선_연기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561
경실련,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,123,177,0,0,0,0,0,0,0,0,0
경쟁력,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,162,119,0,0,67.5,135,103,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0
경제보복,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경제부총리,0,0,0,0,0,0,0,0,0,0,0,0,0,583,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경제정책,0,0,0,0,0,0,0,0,0,0,231,0,0,210,228,167,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경제협력,0,0,0,0,0,0,182,0,196,196,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경찰청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,143,71.5,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0
경찰청장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,184,221,0,0,0,0,0,0,0,0,0,0,0
경축사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경합주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,532,0,0,0,0,0,0,0
고검장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,180,0,149
고민정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,116,119,122,352,0,0,0,0,0,0,0,0,241,0,311,0,0,0
고위급,0,0,0,1059,1416,302,0,531,262,262,216,0,201,456,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0
고위급회담,0,0,0,212,0,199,0,429,0,0,198,0,188,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
공공기관,227,0,0,0,0,0,0,0,0,0,0,240,309,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,153,0,0,167,0,0,0,0,0,0,0,0
공관위,0,0,0,0,0,180,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.5,307,1026,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
공동대표,0,0,0,0,195,245,0,279,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
공동성명,0,0,107,0,0,0,0,0,353,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0
공동조사,0,0,0,0,0,0,0,0,0,0,0,0,0,508,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
공동체,0,178,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,70,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0
공무원,393,302,662,261,263,445,342,326,380,380,186,198,383,279,291,375,158,186,280,404,227,147,149,171,272,257,284,311,274,215,480,319,352,544,365,1735,2290,605,769,599,629,903,579,565,468
공소장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0
공수처,114,203,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1169,282,0,0,0,0,1682,588,521.5,455,140,0,192,194,520,646,394,430,1174,1158,2802,1020,341,235,238,424,311
공수처법,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,396,149,155.5,162,0,0,0,0,0,0,0,200,310,668,1906,0,0,0,0,0,0
공수처법_개정안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0
공수처장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,263,137,150,388,798,1235,319,0,0,0,0,0
공수처장_후보,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,291,0,0,0,0,0,0
공정경제_3법,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,327,0,0,0,0,0,0,0,0
공정성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,165,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0
공직선거법,0,0,0,0,183,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,127,119,168,200,0,0,0,0,0,346,218,151,181,0,0,166,0,0
공직자,135,98,0,166,0,0,0,0,0,0,0,0,0,0,0,147,0,189,164,0,0,0,0,0,233,0,125,250,0,165,0,0,0,923,356,342,239,368,403,456,209,2670,798,358,448
공청회,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,162,0,0,0,0
공화당,121,0,131,182,0,0,0,0,0,0,147,0,283,825,155,0,142,142,0,0,0,142,0,127,245,406,382,358,267,172,0,108,212,281,513,293,540,1544,474,1039,442,182,196,179,0
공휴일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,516
과거사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,266,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0
관리청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,222,0,0,0,0,0,0,0,0,0
광복절,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,0,225
광역단체장,0,0,0,0,0,179,222,0,296,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광화문,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,827,198,225,0,0,0,0,0,0,0,0
교섭단체,0,0,0,0,0,249,0,0,0,0,154,139,0,0,0,0,0,240,178,0,196,210,0,206,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
교육감,0,0,300,283,398,617,609,1373,1506,1506,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,90,0,0,230,180,193,173,181,0,0,0,170,139,170,265,477,275
교육부,147,0,0,0,0,0,0,0,0,0,191,0,555,0,149,0,0,192,0,0,223,175,0,183,299,0,70.5,141,0,0,0,149,146,157,0,157,268,0,0,0,0,0,0,0,0
교통부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,119,166,0,0,0
구속영장,0,161,446,166,203,712,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,175.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구청장,116,0,223,249,353,266,292,407,580,580,184,0,170,148,133,245,157,0,0,0,159,207,127,167,0,126,135.5,145,138,161,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
구체적,0,0,0,0,0,182,231,196,278,278,148,391,145,0,145,191,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,163,0
구치소,107,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,456,0,0,0,0,0
국무부,191,97,138,0,166,228,0,320,0,0,408,328,417,412,223,227,368,363,0,221,282,460,381,229,287,452,339.5,227,120,0,0,187,323,282,0,361,266,269,300,234,251,374,241,178,253
국무위원장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,220,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
국무장관,0,0,0,0,0,284,0,346,207,207,0,145,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
국무총리,0,0,0,0,0,177,0,0,360,360,0,0,0,0,0,212,0,0,0,0,0,140,0,0,217,0,287,574,189,0,0,0,0,0,0,0,0,0,0,0,0,0,372,615,161
국무회의,0,0,0,0,0,169,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
국민들,288,264,0,420,272,355,306,325,328,328,268,198,210,341,401,396,244,323,301,346,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
