,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06
아이스하키,0,0,0,931,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,72.5,145,0,168,247,270,194,1649,1116,385,536,606,752,422,331,1137,538,583,291
아프리카,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,213,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안보리,0,0,389,0,135,0,0,0,0,0,236,302,208,196,0,0,0,195,0,237,0,0,126,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0
안전망,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,165,164,0,0,0,0,0,0,0,0,0,0,0
안철수,261,342,931,755,344,365,776,664,748,748,0,0,0,0,0,0,0,0,189,292,0,0,170,135,264,123,918,1713,1212,484,398,130,0,184,265,443,254,516,706,1673,1206,2848,761,270,420
안철수_대표,0,0,232,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0
안희정,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0
압수수색,113,0,0,264,0,197,0,0,0,0,0,284,201,0,223,0,0,0,0,0,0,0,294,764,230,0,111,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
어려움,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,147,0,0,0,0,0,207,0,0,0,244,0,0,0,0,0
업무추진비,0,0,0,0,0,0,0,0,0,0,0,258,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
에너지,216,0,0,0,0,0,0,0,0,0,0,0,203,198,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,141,253,128,240,308,486,242,207,266,205,219,283,433
에스퍼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,679,414.5,150,109,0,0,0,0,170,0,0,171,0,0,0,0,0,0,0,0
에스퍼_장관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,302,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여론조사,0,0,121,281,323,354,805,745,914,914,220,0,0,143,0,150,244,203,0,186,149,0,0,241,195,0,86,172,259,218,494,0,0,0,0,0,191,255,0,170,198,852,262,263,181
여야_4당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,465,692,168,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여야정,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여의도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,172,161.5,151,114,135,0,0,139,152,134,0,0,0,0,0,0,0,148,0,156
연구원,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,416,0,0,0,211,354,138,0,0,0,0,140,148
연동형_비례대표제,0,0,0,0,0,0,0,0,0,0,0,0,0,274,732,235,0,196,0,0,0,0,0,0,0,131,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
연락사무소,0,0,0,0,0,0,0,0,0,0,192,228,0,0,0,0,184,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0
연합훈련,0,0,0,0,0,0,0,0,424,424,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
열린민주당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,907,217,0,0,0,0,0,0,191,0,250,331,0,0,0
열병식,0,0,0,208,477,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,0,440,0,0,0,0,0
영변_핵시설,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,293,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
예결위,0,97,114,0,0,0,0,0,0,0,0,0,0,343,145,0,0,0,0,0,0,153,0,0,0,300,150,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0
예비후보,0,0,0,0,340,2412,4261,3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.5,611,1117,1181,0,0,0,0,0,0,0,0,0,182,584,0,0,0,0
예산안,108,781,1573,167,0,0,0,0,0,0,168,144,137,1606,1629,0,0,0,0,0,0,0,200,0,457,638,319,0,0,0,237,154,0,0,193,345,396,1029,862,0,0,0,0,150,0
예술단,0,0,0,1058,877,537,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오거돈,0,0,0,0,0,0,0,0,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,154,0,0,0
오바마,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,209,0,282,788,141,204,0,0,0,0,0
오세훈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,686,0,0,0,0,0,0,0,0,0,0,0,0,129,264,0,0,0,0,0,0,0,0,560,727,4236,2450,193,171
오세훈_후보,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,409,0,0
오스틴,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0
오신환,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,433,175,185,0,111,154,152,76,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0
오염수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,914,176,0
올림픽,267,353,635,3762,3506,321,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,159,116,138,0,104.5,209,0,236,0,0,0,0,0,0,0,280,0,0,203,0,391,161,577
옵티머스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,2393,0,168,0,0,0,0,141,0
왕세제,0,0,0,151,0,226,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
외교관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,171,0,0,0,0,0,0,0,0
외교부,429,319,646,560,275,393,393,294,283,283,383,352,650,363,399,377,350,571,375,1180,431,725,872,487,447,0,0,0,97,159,0,197,168,173,354,192,509,224,135,290,201,185,235,0,175
외교장관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
외무상,0,0,0,0,0,233,378,0,0,0,410,322,151,0,0,0,147,193,0,0,0,303,434,280,0,0,90,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0
외무성,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,153,134,156,233,228,170,246,223,111.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
우드워드,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0
우리나라,128,123,123,147,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
우상호,0,0,0,0,0,162,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,531,842,0,0,0,0
우크라이나,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,458,402,335,306.5,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
우편투표,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,623,0,0,0,0,0,0,0
워싱턴,127,0,0,0,0,196,0,431,227,227,0,172,200,193,141,535,215,286,374,0,0,268,0,0,147,116,127.5,139,87,0,0,0,0,0,0,0,0,249,0,287,0,0,0,409,0
워킹그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,285,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
원구성,0,0,0,0,0,0,0,0,224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0
원내대표,435,407,2429,1142,1244,1423,1661,2789,1235,1235,1764,1293,1151,2341,3161,2020,1607,2907,3260,4802,3043,2969,1638,2539,2838,1920,1345,770,708,473,709,2135,1770,1328,706,809,898,731,993,664,501,411,878,717,0
원희룡,0,0,0,0,0,0,0,206,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
위성정당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,238,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
위안부,233,276,1072,1208,324,305,0,0,0,0,336,223,172,308,0,313,309,137,0,0,0,245,637,422,0,152,76,0,0,0,0,1250,595,0,0,199,0,0,0,525,323,447,244,0,143
위안부_합의,0,0,329,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
위원장,1845,1167,1703,3243,3892,5583,8559,6087,7039,7039,3080,8589,3864,3369,4263,4779,6064,3660,4263,1953,5124,3946,2306,1902,2582,2922,3816,4710,3764,6275,9391,4423,8991,5393,4238,5165,4926,4155,4322,4738,3054,4528,4987,2680,3021
위원회,777,483,669,733,688,887,689,779,913,913,793,634,1150,1391,1024,1086,757,1086,1189,776,969,1050,825,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유가족,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,185,174,0,0,0,0,176,0,0,0,0,0,0,0,173
유공자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,219
유권자,0,0,0,0,0,0,207,637,916,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,441,665,673,1242,3264,191,163,185,193,234,463,718,0,0,155,439,732,133,153
유권자들,0,0,0,0,0,0,0,290,529,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,264,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유승민,155,279,206,446,191,0,0,206,188,188,0,0,0,0,0,0,0,0,320,301,0,0,270,179,392,510,536.5,563,337,141,253,0,0,0,0,0,0,310,173,157,149,146,0,366,410
유시민,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,237,0,0,0,139,213,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유엔사,0,202,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0
유엔총회,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0
유은혜,0,0,0,0,0,0,0,0,0,0,136,161,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유재수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,216.5,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유치원,0,0,0,0,0,0,0,0,0,0,0,0,888,505,1136,0,0,314,0,0,0,0,0,0,0,139,183,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유치원_3법,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,59,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유튜브,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,124,0,0,0,0,165,279,0,0,0,176,0,0,0,0,0,0,0,0,0,0
윤_총장_측,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0
윤리위,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,196,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
윤미향,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,873,0,0,374,0,0,181,0,0,0,0,0,0
윤석열,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,551,122,374,672,173,490,807,140,0,349,0,586,672,524,0,1285,2300,3279,662,354,2239,1034,1199,3907
윤석열_검찰총장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,343,0,0,0,0,0,0
윤석열_총장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,358,0,0,0,0,0,0
윤호중,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,144,0
음주운전,0,0,0,0,0,0,0,0,0,0,0,0,214,634,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
응원단,0,0,0,461,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의료계,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,392,0,0,0,0,0,0,0,0,0
의원들,291,0,0,494,457,262,238,293,697,697,456,404,1038,667,818,556,781,840,1568,659,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의원실,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,149,171,0,0,0,0,0,0,0,0
의장단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,551,379,0,0,0,0,0,0,0,0,0,0,0
이낙연,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,136,149,248,118,170,437,181,335,489,559,551,1114,366,509,1250,1483,1333,962,1354,761,1535,1002,817,532,840,736
이낙연_대표,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,171,0,245,120,0,0,0,0
이라크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이명박,550,479,251,1086,391,1359,254,0,0,0,0,0,244,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,132,0,307,312,177,380,346,298,180,0,0
이미선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이방카,0,0,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이사장,267,157,113,153,176,200,196,0,0,0,0,0,283,0,200,434,201,260,144,400,257,0,119,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이사회,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,240,240,0,0,0
이산가족,0,0,0,321,0,0,323,0,408,408,1307,431,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이상설,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,281,0,0,0,0,0,0,0,0,0,0,0,0,0
이상직,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,260,0,0
이성윤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,203,0
이스라엘,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0
이스타항공,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,189,0,417,0,0,0,0,0,0,349,0,0
이야기,246,228,265,425,339,404,467,485,474,474,400,448,329,342,369,348,396,402,291,414,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이언주,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,140,285,0,0,0,0,156,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0
이용수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,147,0,0,0,0,0,0,0,0,0,0,0,0
이익공유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0
이인영,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,308,305,148,187,308,220,202,184,193,131,214,0,0,799,237,200,0,206,0,0,139,0,0,0,0
이재명,0,0,0,0,0,204,460,794,1387,1387,195,0,154,475,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,363,956,517,800,614,554,307,955,687,727,747,1120,1751
이재명_후보,0,0,0,0,0,0,0,0,293,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이준석,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,1505,4395
이해찬,0,0,0,0,0,0,0,0,0,0,1038,573,322,265,283,233,184,274,310,251,198,280,275,221,329,394,361.5,329,294,373,475,250,290,538,351,0,0,0,0,0,0,0,0,0,0
이희호,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이희호_여사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인권위,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,242,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0
인도네시아,0,375,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인도적,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인사청문회,0,0,0,0,0,0,0,0,0,0,0,208,157,0,0,0,0,367,222,0,199,164,1135,1109,0,0,0,0,0,0,0,0,0,179,0,0,0,0,215,0,0,0,0,316,0
인수위,0,0,0,0,0,0,0,0,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0
인천시장,0,0,0,0,0,0,181,229,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인터넷,108,0,0,0,0,0,229,0,0,0,464,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인터뷰,268,201,319,420,300,323,385,470,537,537,323,413,290,256,144,205,211,199,192,256,227,170,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인프라,0,0,0,0,0,0,0,0,241,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,150,0,0
일본_정부,0,0,159,253,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,119,0,1199,887,180,163,431,215.5,0,0,0,0,104,189,0,182,0,211,0,0,312,0,0,397,127,142
일자리,347,313,432,766,541,599,459,1001,940,940,1139,450,899,809,571,586,283,311,239,297,248,396,141,171,368,321,359,397,318,218,755,691,648,501,158,269,409,310,190,365,532,423,495,599,572
임대료,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,190,126,274,0,0,641,166,0,0,163,0,0
임대차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,467,0,168,290,0,0,0,151,195,0,0
